"age","gender","income","house","store_exp","online_exp","store_trans","online_trans","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","segment"
59.2015953622009,"Male",115395.504380207,"Yes",622.811782599104,192.091080889157,6,3,4,2,1,3,1,3,1,3,2,3,"Price"
60.6198418996141,"Female",123866.643132456,"Yes",441.307240158081,166.770976010258,7,2,5,2,1,2,1,3,1,3,2,3,"Price"
64.0428815440603,"Male",113301.477043988,"Yes",459.950365845664,252.772379978243,2,3,5,1,1,3,1,4,1,3,2,3,"Price"
61.7714545280776,"Male",133463.924812121,"Yes",627.132061724953,151.89102076118,4,3,4,1,1,3,1,3,1,3,2,3,"Price"
56.4419801524751,"Female",119472.282065199,"Yes",515.677483384962,197.698368634761,8,6,5,2,1,3,1,4,1,4,1,3,"Price"
62.2180244813007,"Female",119460.513476307,"Yes",532.322128995554,176.853376019301,4,5,4,1,1,2,1,4,1,4,1,3,"Price"
58.9299342771283,"Female",119232.913767043,"Yes",568.625794249309,253.940142706807,7,1,4,2,1,3,1,3,1,3,2,3,"Price"
58.2477721674013,"Female",124555.220986041,"Yes",420.661724258641,208.863815135103,7,2,5,2,1,2,1,4,1,4,2,4,"Price"
60.4898388755418,"Female",126559.936078871,"Yes",477.954101244012,198.954727724301,7,2,5,2,1,2,1,4,1,3,2,3,"Price"
59.1215948652802,"Female",114999.962102438,"No",434.725218964746,239.825474259273,4,2,5,2,1,3,1,4,1,4,1,3,"Price"
53.1682227009565,"Female",121088.516894945,"No",556.919258931566,163.27668627934,5,2,4,1,1,2,1,3,1,3,1,3,"Price"
63.6820057125394,"Male",125301.586551629,"Yes",544.098726953667,233.973363499137,8,5,5,1,1,2,1,3,1,4,1,4,"Price"
61.8869187161974,"Male",122735.059963279,"Yes",416.484388728378,235.549221840321,4,3,4,1,1,3,1,3,1,4,2,4,"Price"
56.0555668495147,"Female",127393.393533747,"Yes",427.013921478414,279.097762218323,3,1,5,1,1,3,1,3,1,4,1,3,"Price"
56.9258075523612,"Male",106711.838825183,"Yes",410.571989632872,132.02404980415,5,3,4,1,1,2,1,3,1,3,1,4,"Price"
64.6034394310403,"Female",118723.227109717,"Yes",302.397907491304,112.589778440684,6,3,5,2,1,2,1,4,1,4,1,3,"Price"
60.9760159318219,"Male",127819.515863922,"Yes",423.173671645724,255.742505988518,5,5,5,1,1,3,1,3,1,3,2,3,"Price"
62.9632213480679,"Male",129257.965417189,"No",555.287578608628,142.393869395045,5,4,5,2,1,3,1,3,1,3,2,4,"Price"
66.9091770480599,"Male",117316.816318612,"Yes",499.105717443979,158.879341620318,10,2,5,2,1,2,1,3,1,3,1,3,"Price"
67.9092513838456,"Female",113785.965704328,"Yes",504.503279485793,193.11441985563,4,1,4,1,1,3,1,4,1,4,2,4,"Price"
60.6192667725809,"Female",115339.642377039,"Yes",538.183715716857,144.366202670269,6,1,5,1,1,3,1,3,1,4,2,3,"Price"
63.5968215846421,"Female",122790.147316352,"Yes",341.834227496137,158.818243414285,6,6,5,2,1,2,1,3,1,3,1,3,"Price"
60.328968706655,"Female",126579.166740062,"Yes",257.902624370202,222.287143421325,3,2,5,1,1,2,1,4,1,4,1,4,"Price"
67.7822756151165,"Male",126650.89021059,"Yes",430.931225357729,177.611842119907,6,4,4,1,1,3,1,3,1,4,2,3,"Price"
58.8394002725064,"Male",128197.719268973,"No",302.816855801023,181.83928437888,9,4,4,1,1,2,1,4,1,3,1,4,"Price"
60.7831967872205,"Female",121916.789153924,"Yes",582.588841402366,220.78212688128,7,2,4,1,1,3,1,4,1,4,1,3,"Price"
65.7299904139225,"Female",111526.066284485,"Yes",406.399756843263,189.853963886385,6,4,5,1,1,2,1,4,1,3,2,3,"Price"
59.8704809704477,"Female",122550.144797824,"No",620.794629748311,185.130714484452,7,1,4,1,1,2,1,4,1,4,2,3,"Price"
61.5689109078172,"Male",116833.420704306,"Yes",311.89832267197,254.31157199634,7,2,5,1,1,3,1,3,1,4,2,3,"Price"
65.6870948477816,"Male",127422.134249677,"Yes",567.832673990815,199.961643506618,8,2,4,2,1,2,1,3,1,4,2,3,"Price"
64.8841423546108,"Female",130855.782338628,"Yes",399.354989604505,217.988536419787,6,4,5,1,1,2,1,3,1,3,2,4,"Price"
56.6204497450865,"Female",124593.405049198,"Yes",212.917422988788,192.376153196758,7,1,5,2,1,3,1,3,1,4,2,4,"Price"
60.3592428780638,"Male",117161.059113419,"Yes",465.020120738555,246.808274709838,4,2,5,1,1,2,1,3,1,4,2,3,"Price"
60.4288464228884,"Male",112290.195277578,"Yes",430.542817746483,136.681592799026,7,3,4,2,1,3,1,3,1,3,1,3,"Price"
68.7671879081036,"Male",124418.68684894,"Yes",389.166897887005,206.568505102716,5,1,5,1,1,3,1,4,1,3,1,4,"Price"
55.9643654370504,"Female",115673.317939612,"Yes",475.580145820798,163.122773123121,8,4,5,2,1,2,1,3,1,3,1,4,"Price"
62.3122488517369,"Male",111525.765498917,"Yes",518.882764631925,229.376107801754,7,2,5,2,1,3,1,4,1,4,2,3,"Price"
54.256540286762,"Male",127204.439758142,"Yes",597.485296521212,155.138237465014,4,3,4,2,1,3,1,4,1,3,2,3,"Price"
59.268859863497,"Female",116489.449199313,"Yes",469.335367122775,205.453934276985,6,2,4,2,1,2,1,4,1,3,2,3,"Price"
60.6665557822496,"Male",121120.144252981,"No",452.640697368603,256.675369738663,11,1,4,2,1,3,1,3,1,4,1,4,"Price"
60.240987791318,"Female",121269.400856541,"Yes",471.141944747755,233.394045699432,5,2,5,1,1,3,1,3,1,3,2,4,"Price"
62.0965860259164,"Male",127258.961997244,"Yes",406.922102372848,159.742501654125,8,4,4,1,1,3,1,4,1,4,1,4,"Price"
59.7688614966161,"Male",132961.008437655,"Yes",518.476640582833,208.18342905357,10,1,4,2,1,3,1,4,1,3,1,4,"Price"
59.1690654439664,"Male",120373.510469668,"Yes",471.229116797594,252.30022140426,6,3,5,2,1,2,1,4,1,3,2,4,"Price"
59.591825116319,"Male",125716.692190811,"Yes",390.838933853619,217.023060581787,1,2,5,2,1,2,1,4,1,3,2,4,"Price"
60.0471297414494,"Female",128337.038622473,"Yes",518.907431791406,202.168955210254,6,5,5,2,1,3,1,4,1,4,1,3,"Price"
62.181334522415,"Male",121456.182625087,"Yes",410.147629182182,68.8172275041314,5,4,4,1,1,2,1,3,1,4,2,4,"Price"
60.8355061426297,"Male",125823.985485935,"Yes",510.711371513913,335.136307148964,4,4,4,2,1,3,1,4,1,4,1,4,"Price"
61.202974667466,"Male",120403.116156512,"Yes",519.123605653756,251.424184443947,6,7,5,1,1,3,1,4,1,3,2,3,"Price"
54.9936285867538,"Female",108160.904694844,"Yes",377.90793864823,176.643819137325,5,3,4,1,1,2,1,3,1,4,2,4,"Price"
59.3450779605283,"Female",129714.952826604,"Yes",566.894138949784,130.030560069847,9,1,4,1,1,3,1,4,1,3,2,4,"Price"
55.0198059020921,"Male",114888.592143569,"Yes",481.953143479634,212.626249895482,5,2,5,2,1,2,1,3,1,3,2,3,"Price"
55.5116933942322,"Male",121292.586100384,"No",413.652745362345,213.286331410978,9,3,5,2,1,2,1,4,1,4,1,4,"Price"
62.3803104541353,"Male",124250.511791996,"Yes",427.866876557753,93.995904562246,6,2,5,1,1,2,1,4,1,3,1,4,"Price"
54.9535065737475,"Female",123887.529863917,"Yes",375.353821034152,130.695863271979,10,1,4,2,1,3,1,4,1,4,2,3,"Price"
61.4416870739356,"Male",121636.014690729,"Yes",566.911064426605,224.300091447383,4,2,5,1,1,2,1,3,1,3,2,4,"Price"
59.4315966177452,"Female",116346.905626492,"Yes",428.816061245142,79.3956882900377,6,2,4,2,1,3,1,4,1,3,1,3,"Price"
61.1308602607732,"Male",114549.533921625,"Yes",647.964281113413,172.580927792572,5,2,4,1,1,3,1,4,1,4,2,3,"Price"
62.0945737969247,"Female",122185.548727372,"Yes",512.340920740126,215.435260728387,7,3,5,1,1,3,1,4,1,4,2,4,"Price"
59.5273282454236,"Female",124381.566929204,"Yes",497.984288756407,244.648145740069,3,3,5,1,1,2,1,3,1,3,2,3,"Price"
62.4053828975698,"Female",119770.510468037,"Yes",464.276455391292,237.743416199662,3,2,5,1,1,2,1,3,1,4,1,4,"Price"
64.8696513338844,"Female",105905.840165725,"Yes",499.332612882959,208.467325646149,7,3,5,2,1,2,1,3,1,4,1,4,"Price"
64.8448566637162,"Male",114683.149228934,"Yes",521.716382609991,203.822302669043,6,1,4,1,1,2,1,4,1,3,1,4,"Price"
59.19700669181,"Male",121764.775659818,"Yes",306.187652955226,161.158073733343,8,3,5,1,1,2,1,4,1,4,1,3,"Price"
60.9040096282828,"Female",113287.197711804,"Yes",677.071727027991,243.168849625623,10,5,5,1,1,3,1,4,1,3,2,3,"Price"
57.4456869339831,"Male",129904.42845559,"Yes",675.819722573889,240.77893810022,6,1,5,2,1,3,1,3,1,4,2,3,"Price"
61.7358834913546,"Male",118474.702538845,"Yes",209.331219511533,142.541609080476,7,3,4,2,1,2,1,4,1,3,1,4,"Price"
56.1077989243136,"Male",119206.483014805,"Yes",324.577748048482,183.97793793268,3,4,4,2,1,3,1,3,1,4,1,3,"Price"
56.9216224561379,"Female",126413.107389386,"Yes",602.56998567195,129.445457641707,8,3,4,1,1,2,1,3,1,4,1,4,"Price"
66.8533826024273,"Female",112262.204727786,"Yes",517.033999904169,152.25812678071,5,4,5,1,1,3,1,3,1,4,2,4,"Price"
63.3262797078413,"Male",105883.305983596,"Yes",593.781272671662,225.878688784543,5,2,5,2,1,3,1,4,1,4,1,4,"Price"
65.8931679758551,"Female",123786.129257649,"Yes",493.167813421015,196.798447532962,2,3,4,1,1,3,1,3,1,3,2,4,"Price"
56.9026637479861,"Male",111407.831458103,"Yes",630.630737495232,275.475639526124,8,2,5,2,1,3,1,3,1,3,1,3,"Price"
53.4593748072005,"Female",121156.708047643,"Yes",526.531070551624,145.408200217311,5,3,5,2,1,2,1,4,1,3,2,3,"Price"
62.8535380603416,"Female",129469.351712779,"Yes",688.059447193736,189.395444126427,4,2,5,1,1,2,1,4,1,3,1,3,"Price"
63.0555076608318,"Female",118890.831013645,"Yes",314.440227828155,145.214511888078,7,4,4,1,1,2,1,4,1,3,1,3,"Price"
56.4131482529312,"Male",126525.51391693,"Yes",468.04400817549,150.584565889974,4,5,4,1,1,2,1,3,1,4,2,4,"Price"
59.7550089133224,"Male",126272.231306498,"Yes",377.341601573862,234.590363155446,11,2,4,1,1,3,1,4,1,4,2,4,"Price"
62.0515062317853,"Female",108395.749453865,"Yes",446.126400984857,238.230570589096,9,3,5,2,1,2,1,4,1,4,2,3,"Price"
58.2239259027112,"Male",111846.626528596,"Yes",405.502266349179,119.231746313016,8,3,5,1,1,2,1,3,1,4,2,4,"Price"
54.7972091166424,"Male",108699.220678162,"Yes",574.896287736436,245.278267551953,5,4,4,1,1,2,1,4,1,4,1,4,"Price"
59.8655645038174,"Female",112985.175446577,"Yes",456.889543935957,181.697342228205,5,1,5,1,1,3,1,4,1,3,2,3,"Price"
61.5980663434659,"Male",121873.396580573,"Yes",701.433753303387,254.797295384783,6,6,5,1,1,3,1,4,1,3,2,4,"Price"
61.1882267339807,"Female",116508.425951564,"Yes",608.424045145453,301.546088811338,9,2,4,1,1,2,1,3,1,4,1,4,"Price"
61.1062393264057,"Female",106827.418081166,"Yes",539.683421993319,223.321278066249,6,2,4,2,1,2,1,4,1,4,1,3,"Price"
56.7572225494076,"Male",98356.5746879894,"Yes",517.918480315162,233.060390949825,5,2,4,1,1,3,1,3,1,3,1,4,"Price"
57.8495437032446,"Female",131449.330212579,"Yes",390.144443810372,147.846161447918,7,2,4,1,1,2,1,3,1,3,2,4,"Price"
59.5480799000066,"Male",115900.240447387,"Yes",528.067537003965,186.367740224507,5,4,4,2,1,2,1,3,1,3,2,4,"Price"
56.0641348439274,"Female",110870.638321123,"Yes",602.225958654511,191.31458977155,7,1,5,2,1,2,1,3,1,4,2,3,"Price"
62.2167615426596,"Female",110510.446501972,"Yes",473.652350020648,253.328329644386,7,1,5,1,1,2,1,4,1,4,2,4,"Price"
61.7170632123549,"Female",127625.146300022,"Yes",458.841300022955,156.639551745717,8,4,5,1,1,3,1,3,1,3,2,3,"Price"
57.3874087443894,"Male",117413.519718941,"Yes",317.470197809927,187.414891488783,5,3,4,1,1,2,1,3,1,4,1,4,"Price"
63.806853580551,"Female",124567.735094961,"Yes",471.553795000274,202.653963884349,4,3,5,1,1,3,1,3,1,4,2,3,"Price"
58.7967297031745,"Male",119447.842336129,"Yes",466.051278271315,249.348462717629,5,2,5,2,1,3,1,4,1,4,2,4,"Price"
59.4665518809446,"Female",123706.461541809,"Yes",314.283432780188,212.450331743021,4,4,5,2,1,2,1,4,1,3,2,3,"Price"
63.3534826223745,"Female",134146.428238171,"Yes",549.934693103175,241.298122850005,8,4,5,2,1,3,1,4,1,3,2,3,"Price"
54.7100015245048,"Male",111546.546506492,"Yes",540.585268972968,189.29111805848,6,3,5,2,1,3,1,4,1,4,1,4,"Price"
61.4121771172817,"Male",119539.707684918,"Yes",700.888735156391,247.785694353688,7,3,5,2,1,3,1,3,1,4,2,4,"Price"
59.1180157778352,"Male",123975.841105802,"Yes",526.683449428706,198.841692352513,2,3,4,2,1,3,1,4,1,3,2,3,"Price"
59.9676780214235,"Male",119460.576830347,"Yes",587.793420815197,181.953585368554,7,7,5,2,1,2,1,4,1,3,1,3,"Price"
63.6444479526467,"Female",134418.297737802,"Yes",488.710246910172,254.338864140609,8,3,5,2,1,3,1,3,1,3,2,3,"Price"
61.3924564842737,"Female",121045.819785544,"Yes",330.398302104232,168.520981630491,5,1,4,1,1,2,1,4,1,4,1,3,"Price"
60.6372274785294,"Female",119772.141959094,"Yes",747.000055322626,127.503718027306,9,2,4,1,1,3,1,3,1,3,2,3,"Price"
60.0933905207407,"Female",106707.682208038,"No",418.567563233189,244.420862056485,5,3,4,2,1,3,1,3,1,3,2,3,"Price"
56.5730149975264,"Male",123397.932013634,"Yes",419.67016157881,192.37188802984,3,1,4,1,1,2,1,3,1,3,1,3,"Price"
63.0823025046099,"Male",117846.044518234,"Yes",584.146824827496,320.957918459687,5,3,5,2,1,3,1,3,1,4,1,3,"Price"
58.0130862117988,"Male",116515.664608367,"Yes",588.932075648381,110.146740084202,8,7,5,1,1,3,1,4,1,4,2,4,"Price"
61.0008596055476,"Male",124903.006906598,"Yes",390.91756779228,109.298536831864,4,2,5,1,1,3,1,4,1,3,2,3,"Price"
58.0606845970245,"Male",111364.473827394,"Yes",402.107722664247,179.166283390469,7,3,5,2,1,3,1,3,1,4,1,4,"Price"
57.9119423172762,"Female",119469.691027694,"Yes",515.526907814594,153.164584344962,9,4,5,2,1,2,1,4,1,4,2,3,"Price"
63.3093944768221,"Male",118612.891496784,"Yes",571.589641088828,230.384982292512,5,3,5,2,1,3,1,3,1,4,2,4,"Price"
60.4641937812805,"Female",118608.976793675,"Yes",645.096696897376,169.311477174005,8,3,4,1,1,3,1,3,1,4,2,4,"Price"
65.4304860853464,"Male",99409.4077624164,"Yes",526.471548397428,270.555034241287,3,5,5,2,1,3,1,3,1,4,2,3,"Price"
57.7841875002217,"Female",124553.953583129,"Yes",307.634631330417,310.261100557224,11,5,5,2,1,2,1,3,1,3,1,3,"Price"
53.0085757482976,"Male",133625.956769175,"Yes",586.198728762543,195.133833669528,9,1,4,2,1,2,1,3,1,4,2,4,"Price"
69.0975207714202,"Male",119551.954447609,"No",603.71681222414,245.996305097912,3,3,4,2,1,3,1,4,1,4,2,4,"Price"
59.7729201205579,"Female",118706.918564716,"Yes",618.787024758507,192.681230752873,5,5,4,1,1,2,1,3,1,4,1,4,"Price"
60.3830101436608,"Male",106360.068189752,"Yes",658.020505184124,199.558088117143,10,4,4,2,1,3,1,4,1,3,2,4,"Price"
60.8104658799081,"Male",134576.777314663,"Yes",339.322119600105,174.005366769539,3,3,5,2,1,3,1,3,1,3,2,3,"Price"
